file_name,caption_1,caption_2,caption_3,caption_4,caption_5
train/3182996527_70d9c323d5.jpg,bicycle rider jumps off ramp,bmx rider performs stunt beside graffiti covered wall,man in dark clothing on bicycle in midair near stunt ramp with graffiti behind him,person on bike is midair twisting his body around the handlebars with graffiti behind him,the person is on bike
train/492341908_1ef53be265.jpg,two girls are riding wheeler,two girls are sitting on an atv on the sand in front of bridge,two girls riding an atv,two kids are posing on black atv that is on top of sand,two young girls drive an atv
test/3417231408_6ce951c011.jpg,bald man in blue shirt is operating fiery furnace,man in an apron operating an open wood stove,man operating furnace,man wearing black apron is cooking,the man wearing blue jean shorts is grilling
train/1570723692_3a2b064d43.jpg,large orange dog and little orange dog with another third dog in the grass,three dogs greeting each other in field of green grass,three dogs sniffing each other,two dogs and puppy,two little dogs are lying on the green grass and larger dog looks down on them
train/2604305843_ebe3e8a328.jpg,child on an amusement park swing ride,lone swinger on swing ride at the fair,person sits in chair suspended by chains at an amusement park,kid rides high on fair swing,man is sitting in swing on carnival ride
train/3614542901_29877fc342.jpg,group of women are standing in front of building,woman in white gown stands with other girls dressed up one points across the street,five women in dresses one holding child stand outside,four women and bride stand on street while one of them points at something in the distance,old lady with black dress and hat points out something to bride
test/3163477256_073605e06e.jpg,goalie in blue jersey catches soccer ball by player in red jersey,man catches ball in front of large crowd,soccer goalie blocking shot next to player from the opposite team,there is goalie in the air making save in game,two soccer players are playing soccer
train/3197482764_2f289cb726.jpg,two girls are dressed up and sitting on bed laughing,two girls dressed to party sit on bed laughing,two woman in dresses smiling at the camera,two young ladies are sitting on small be in skimpy dresses,two young women sit on the edge of the bed all dressed up
train/3701878677_8f2c26227b.jpg,child in an orange tshirt is riding green bike beside pathway,child in red is riding bicycle,child wearing helmet is riding baby bicycle by side of walk path,little girl is riding her bike on dirt trail,young child is riding bike in the dirt along brick walkway in park
train/3274691778_94bb57bba3.jpg,band playing in dark indoor area,three person band performs on small stage,live band at underground cabana,the silhouettes of man on the left woman with arms up in the middle and woman on the right,three people are in dimly lit room with gold walls decorated with red ovals and black lettering
train/270864951_1737ae5479.jpg,blonde woman wearing hat,redhaired woman is wearing black beret adorned with the american flag,woman wears black hat with an american flag on it and looks at the camera scarily,the blonde woman is wearing black american flag tartan cap,the woman is wearing black hat with an american flag on it
test/3463268965_f22884fc69.jpg,man in camo pants and blue and white shirt running on concrete surface with other men dressed the same running behind him,man races another man in the background,men in camouflage pants racing across parking lot,men in uniform run along track,several people are running quickly through parking lot
train/2460126267_0deea8b645.jpg,boy standing on football field with colored ball,little boy in orange kicking soccer ball,little boy stands at football field and prepares to kick child play ball,an orange shirted boy looks to the side as he faces the rainbow colored soccer ball on the chalk striped field,young boy wearing an orange uniform stands on the field near colorful ball
train/310260324_7f941814bc.jpg,group of men lift their arms to signal while they look to the left,group of young men watching something,four young men wearing red ribbons on their wrists are making gestures,men with orange wristbands perform dance,several men in front of white building
train/2822148499_eaa46c99d4.jpg,brown and white dog is looking at tennis ball floating in pool,brown and white dog looking into pool at tennis ball,brown and white dog walks down ramp toward pool of water in which green tennis ball floats,dog descends ramp into the pool to get tennis ball,dog looking at tennis ball floating in pool
train/422756764_e7eaac76bf.jpg,brown dog is chasing after yellow ball,brown dog is playing ball in yard,dog chases after yellow ball,puppy playing with ball,small dog with blue color fetching yellow ball
test/1311388430_4ab0cd1a1f.jpg,person hanging from telephone pole near the mountains,person is hanging in the air from the power lines,person is hanging upside down from power lines,person hanging upside down from poles,someone is suspended from electrical wires
train/3098714492_19939e3b19.jpg,bride and groom pose with their wedding party,bride and two bridesmaids stand beside groom and four groomsmen,an entire wedding party is posing for pictures,wedding party poses for picture,men in suits are lined up next to bride and her reddressed bridesmaids
train/3328247381_a9f7fb4898.jpg,two boys one in yellow shorts and one in red shorts are playing with body boards in the ocean,two children are practicing boogie boarding in the ocean,two children with wakeboards are standing in deep water,two young boys in the water with small surfboards,two young boys with boogie boards stand knee deep in water
train/416992999_654a99a903.jpg,girl wearing glasses is in blue harness while rock climbing,girl climbing rock wall,girl rock climbing on the rock wall,the woman in glasses is climbing steep rock wall,young woman climbing rock face
test/3413019648_e787f0cb88.jpg,kayaker fights the rapids,man in green kayak paddles down some rapids in front of waterfall,man kayaking down rapids,man kayaking through rapids in river,person in green canoe paddles down rapids carrying oars and wearing an orange and black top
train/3590647207_2d4ec3f52c.jpg,group of women riding horses while holding the flags of multiple nations,cowgirls waving the united states flag and the canada flag,several people on horseback carrying flags,two women riding horses carrying the american and canadian flags at rodeo,women are riding horses in an arena carrying the flags of canada and the united states
test/3628103548_2708abcda2.jpg,band performs,blonde woman stands behind microphone,an old woman singing and playing music,woman playing guitar and singing in the foreground and three others performing behind her,woman singing and playing an acoustic guitar and three people accompanying her
train/2522809984_2e8a7df4fb.jpg,black dog is swimming through the water,black dog swimming,black dog swimming in water,black lab swims with only its head above the water,the drenched dog is swimming
train/2730994020_64ac1d18be.jpg,black and white dog is running in the grass,black and white dog running away across the grass,black and white shorthair dog runs across brown and green grass,dog sprints across grassy field,the brown and white dog is running through field
train/384465370_9918873f9a.jpg,two cyclists atop hill as seen from below,two cyclist wearing red shirts going over red hill,two people in red outfits riding their bicycles down dirt road,two people ride their bikes down dirt road,two people riding their bikes on hill
test/494907021_321e82877a.jpg,group of children playing with props,group of kids are sword fighting,children are playing with toy swords in the street,children play fight with swords,some children tugging on rope next to building in city
train/493507605_48fe8e3739.jpg,black dog is chasing another black dog,wet black dog is running away from another black dog,two black dogs run along the green grass,two black wet dogs running on grass,two dogs chasing each other in the grass
train/639865690_d66d480879.jpg,the two boys are playing with fake swords,two boys fighting with rattan sticks shaped like swords one standing the other kneeling,two boys play swords in the grass with rods,two boys play with large sticks in the yard,two young boys are swinging stick swords at each other in the grass
train/1312020846_5abb4a9be2.jpg,two little puppies chase each other on stone wall,two puppies run across flat stones in garden area,two puppies walking on stones,two small puppies run along the edge of stone wall nearby heavily foliaged area,two small tan puppies walking on stone path
train/3091580843_178042c50b.jpg,man in black jacket walks thorugh an asian market,man walking down street with asian shops,man walking on the sidewalk past storefronts,man walks in street,man walks on the sidewalk by sign
train/2993167197_e5d0a73530.jpg,basketball player looks for someone to pass the ball to,man on the miami basketball team holds the ball getting ready to make move while being blocked,basketball player holding the ball,the basketball player holds the ball and looks across the court,the man is wearing an orange uniform and holding basketball
train/1580671272_3e99d94305.jpg,boy holds red bucket up to pony,man feeding horse wearing blue strapped blanket,man holds feed for horse in blue blanket,young boy is feeding horse some hay from an orange bucket,grey horse wearing blue cover eating from orange bucket held by person in green shirt
train/2198494923_8159551be4.jpg,girl falling down in the snow as another looks on,girl in purple shirt covered in snow sliding down snowy hill,girl in motion on snowcovered ground,young girl is sliding down snowbank,young girl plays in the snow wearing gloves and no coat
train/3561537309_e271d57492.jpg,boy in blue shorts standing in the surf,boy is standing in the ocean with his arms outstretched,child in water,young boy wearing blue swim trunks on the beach walking into the water,the young boy opens his arms as waves come crashing near him
train/2633201394_ee4a7666ed.jpg,brown dog swims and carries brown object,dog swims through the water while holding stick in its mouth,german shephard carries small log in the water,dog is swimming through water with piece of wood in its mouth,german shepherd retrieving large stick from water
train/390992102_67fa31b22f.jpg,hiker climbs mountain on windy day,man walking up mountain with snow on the surface,person hikes across grass and snow covered plain,person walking across snow covered mountain,the man carries large backpack while hiking through snowcovered terrain
test/3556571710_19cee6f5bd.jpg,four people posing for photo in front of pond,four young people stand near bike with two flags on it,this is picture of three young men dressed in suits with one on bike and of young lady wearing white dress,three boys in suits and sashes and girl in dress in sash in field,three smartly dressed man and woman are standing beside bicycle on the grass
test/2078311270_f01c9eaf4c.jpg,two ladies walking on the sidewalk talking to each other,two women are bundled up walking through town,two women crossing the street on cold day,two women walking down the street,two women walking near some trees in warm darkcolored garments one with hat one with an upraised collar
train/3279025792_23bfd21bcc.jpg,black dog is running through the snow,black labrador bounds across the snow,little black dog is running on the snow,small black dog runs through the white snow,the black dog is running through the snow
train/2618538137_44fffe10c4.jpg,bare chested man with fierce expression on his face squats on skateboard beside furry dog,brown and white dog is walking next to man on skateboard,man on skateboard is squatting next to large dog,man on skateboard poses with dog,man wearing no shirt rides skateboard with brown dog
test/2219805467_370ee1b7aa.jpg,brown dog on the beach with yellow ball in his mouth,dog runs in the water with tennis ball in its mouth,tan dog runs at the beach carrying yellow ball,yellow dog carries ball in its mouth on the beach,the yellow dog walks on the beach with tennis ball in its mouth
test/3181409177_edb09c2718.jpg,bicyclist is in the air over ramp,bike rider makes jump on halfpipe ramp,bike rider on ramp,boy doing bike trick is in midair waiting to come back down,guy on bike goes vertical near ramp with grassy hilly terrain behind him
train/3504479370_ff2d89a043.jpg,british police standing at parade,police gather,police in yellow jackets at protest,the police in the neon jackets stood guard against the large crowd,the police officers in bright yellow jackets watch the crowd
train/3653484549_f316590b0f.jpg,family watches as little girl blows out the candles on her third birthday,little girl blows out her candles,little girl blows out the candles on her cake,the girl is blowing out the candles on the chocolate cake,two girls look on at birthday girl blowing out candles as mother stands by
train/2606433181_f8f9d38579.jpg,two dogs play in grass,two dogs running in grass,two pale dogs run in grass,two white dogs run on the grass next to road,two white dogs run side by side in green grass
train/1225443522_1633e7121f.jpg,girl walking alone at night on street,woman in blue coat and blue heels walks down city sidewalk at night,woman walking down brick sidewalk,woman walks down brick sidewalk at night,woman walks down city sidewalk at night
train/583087629_a09334e1fb.jpg,girl is skipping across the road in front of white truck,girl jumps rope in parking lot,girls skips rope in parking lot,little girl is jumping rope in parking lot,young black girl jumpropes through parking lot
train/3527926597_45af299eee.jpg,boy on skateboard is riding on slope,boy on skateboard ramp,boy skateboards on ramp,boy wearing red shirt rides skateboard up ramp,young boy skateboarding
train/2469498117_b4543e1460.jpg,dog races while wearing number,greyhound wearing muzzle and the number six on yellow jacket is running on dog track,muzzle greyhound dog running on track,tan greyhound wearing gold shirt with number on it runs down track,muxzzled greyhound leaping in race with yellow jacket
train/2366421102_2d60d53a0e.jpg,girl dressed in pink picks flowers,girl in pink picks flowers,girl wearing pink pulls weeds,little girl is holding flowers in her right hand while examining others in her left hand,the girl wearing pink shirt is picking flowers
test/3627290893_561e176e80.jpg,group of people playing guitars and singing,group of people play instruments and sing,girl with guitar singing with three other people,there is group of three women and one man singing while one of the woman plays guitar,three woman and man sing their hearts out in the microphone
train/54723805_bcf7af3f16.jpg,group of people hiking through ice,four mountaineers are walking on trail under the moon that is visible in the blue sky,four people maneuvering over snowy rocky terrain,people on snowy hill,several people are standing on top of snowy rocky hill with the moon in the sky
test/2467856402_0490413d38.jpg,big brother helps little sister blow bubbles,boy helping younger girl blow bubbles,girl in black shirt blowing bubbles,little girl is blowing bubbles through yellow hoop,little girl with blonde hair and blue shirt is blowing bubbles outside with someone
train/485245061_5a5de43e20.jpg,man crouched on snowy peak,man in green jacket stands in deep snow at the base of mountain,man kneels in the snow,man measures the depth of snow,mountain hiker is digging steaks into the thck snow
train/307994435_592f933a6d.jpg,man in red jacket is holding piece of paper while posing,an asian guy giving thumbs up with his eyes closed and tongue out,an asian teenager in red jacket has his thumb up and his tongue sticking out,asian man giving thumbs up on street,man in red jacket giving thumbsup with one hand holding ticket in other
train/233270519_d60d4518fa.jpg,man in swim trunks hits ball with paddle while on the beach,man is batting ball on the beach beside the ocean,muscular man in swim trunks plays paddle ball on the beach,man in bathing suit holding paddle on the beach,the man is standing on the shore hitting ball with paddle
train/3430100177_5864bf1e73.jpg,crowd of people sit an walk across dirty streets,group of people are gathered on sidewalk in front of store nearby littered street,woman is sitting on the curb staring off into the distance,many people are standing outside on street filled with litter,one woman sitting on sidewalk with others to the side and behind her
test/2840344516_8e15fe2668.jpg,boat goes out to see while someone watches on the beach,an orange boat leaves the shore while person watches nearby,an orange lifeboat speeds away from its mobile launcher whilst man in red watches it sail away,vehicle has just released boat into the water as man in red stands on shore,the boat rushed off
train/3258396041_69717247f7.jpg,male reported in black and white jacket interviewing young woman,man holding microphone in front of person face,man holding microphone up for woman,man in black jacket holds microphone up to girl face,man in black jacket is holding microphone toward young girl with long brown hair
train/2288099178_41091aa00c.jpg,children skating while people watch on the side,two boys ice skate with other people,two boys on ice skates race on an outdoor ice rink,two boys race on ice skates while others watch,two children are skating quickly on ice
train/1662261486_db967930de.jpg,black and white dog is jumping through black and white hoop,black and white dog jumps through black and white hoop,brown and white dog jumping through black and white hoop,dog jumping through black and white hoop,dog jumping through ring
train/255330891_86d65dfdbf.jpg,couple walking white dog down paved street,man and woman walk with white dog on leash,man walking dog puts his arm around the shoulder of woman with pink pants,man woman and dog walk down paved road,the man is walking white dog with one hand whilst resting his other hand on the shoulder of the woman with the pink backpack
train/3245504245_27931f5ec1.jpg,woman helping young blonde girl,woman in sweater is painting the face of young girl in striped shirt,woman paints picture on girl face,woman with glasses is face painting blond girl,the woman wearing glasses is painting the face of the blonde girl
test/240583223_e26e17ee96.jpg,brown dog is running on dirt path,dog is running down dirt path,running golden retriever,yellow dog running down sandy path,the yellow dog is running on the dirt road
